,Status,Sentence
5816,happy,পুলিশ অফিসারদের অসংখ্য ধন্যবাদ । job well done.
5817,happy,ভাল এবং সফল কাজ ... নববর্ষের শুভেচছা পুলিশ ভাই ও বোনদেরকে 🌹
5818,happy,আলহামদুলিল্লাহ
5819,happy,ধন্যবাদ পুলিশ বাহিনীকে..
5820,sad,এখন কি? পাকিস্তানী না ইন্ডিয়ান ।
5821,happy,পতিটা মানুষকে দায়িত্বের সাথে এভাবে কাজ করা উচিৎ ..ধন্যবাদ
5822,happy,অভিনন্দন
5823,disgust,শালীর ঘরে হালী খেয়াল নাইক্কা
5824,happy,পুলিশ মহান এক কাজ করছে। পূর্বের সব পাপ একদিনে মুছে গেলো।
5825,happy,ধন্যবাদ পুলিশ ভাইদের
5826,sad,এ কেমন মা যে ঘুরতে গিয়ে বাচ্চার হাত ভিড়ের মধ্যে ছেড়ে দেয়?
5827,happy,শুভেচ্ছা ও অভিনন্দন জানাচ্ছি বাংলাদেশ পুলিশ বাহিনীর সদস্যদের কে।
5828,happy,অভিন্দন
5829,happy,অসাধারণ
5830,angry,দুইদা লাত্থি দেন
5831,happy,ভাল লাগলো জেনে যে বাচ্চটি মায়ের কোলে ফিরে গেছে।
5832,happy,অভিনন্দন ভাই আপনাকে
5833,happy,"পুলিশের তো কাজই এটা,,,,,, কমন কাজ,,,,,,, ধন্যবাদ দিতে হচ্ছে কারন,,,,, তারা ১০০ কমন কাজের মধ্যে ১ টি কাজ করে,,,,, তাই ধন্যবাদ ,,,,, ,, এই কাজ যদি কোন গরিব রিক্সা ওয়ালা করতো তাহলেই ধন্যবাদ প্রাপ্য ছিল। পুলিশের এ কাজে ধন্যবাদ পাওয়ার যুক্তি নাই"
5834,happy,TSC কান্ডের জন্যও ধন্যবাদ....?
5835,disgust,মোবাইল ফোন অপারেটর গুলোর অপ্রয়োজনীয় এসএমএস এর অত্যাচারে অতিষ্ঠ হয়ে গেছি।😭😭😭😭😭
5836,sad,পুলিশও মানুষ
5837,disgust,মা না এগুলি ডাইনী
5838,disgust,তার মাকে দুইটা থাপ্পর দেওয়া উচিত চিল মহিলা পুলিশ দিয়ে।
5839,happy,ধন্যবাদ পু‌লিশ ভাইকে
5840,happy,অভিনন্দন।
5841,disgust,এ তো গুবরে পদ্ম ফুল
5842,sad,ওরা পাগল তাই
5843,happy,পুলিশ আমাদের গর্ব আমাদের অহংকার....
5844,happy,"ফেসবুক, দৃষ্টান্ত হয়ে রইল।"
5845,happy,ধন্যবাদ পুলিশ বাহিকে
5846,happy,আলহামদুলিল্লাহ।
5847,happy,ধন্যবাদ পুলিশ কে
5848,happy,"হে হে হে,,,"
5849,sad,আমিও শেয়ার দিছিলাম নিউজ টা :)
5850,happy,সত্যিই খুব ভালো খবর ।
5851,happy,পুলিশ বাহীনিকে ধন্যাবাদ
5852,sad,কেমন মা বাবা বাচ্চার হাত ধরে রাখতে পারেনা
5853,happy,খুব খুশির কথা। ধন্যবাদ ইমরান ভাই
5854,happy,"ধন্যবাদ, পুলিশ বাহিনীর সদস্য"
5855,sad,মায়ের কাছে ছেলে নিরাপদ নয়
5856,happy,আলহামদুলিল্লাহ্..........
5857,happy,সত্যম সিবম সুনদরম
5858,happy,পুলিশকে জনগণ এই ভূমিকায়ই দেখতে চায়। Salute brother
5859,happy,পুলিশ ভাই দের প্রতি সুভেচ্ছা রহিলো।
5860,happy,আজকে ফেসবুকে ডুকতেই এক বড় ভাই মেসেজ দিল । এখন থেকে বুঝি ফেসবুক থেকে ৫০০ টাকা ইনকাম করা যায় । আমি প্রথমে বিশ্বাস করিনি । কিন্তু আমি যখন নিজে ৫০০ টাকা পেলাম ঠিক তখনই বিশ্বাস হয়েছে । একদম সহজে আপনিও ৫০০ টাকা পারবেন । প্রথমে নিচের লিংকে যান । তারপর সেখানে মাত্র তিনটি সহজ কাজ করতে বলা হবে করুন । তাহলেই আপনি ৫০০ টাকা পেয়ে যাবেন । এটি ফেসবুক এবং বিকাশ √ অনুমোদিত । সবাইকে শেয়ার করে জানিয়ে দিন । এই লিংকে যান → www.deshabcd.wapka.mobi
5861,sad,পৃথীবিতে সবাই এক নয়।thanks
5862,sad,অভিনন্দন পুলিশবাহিনী টিএসসিতে শ্লীলহানিতা
5863,disgust,বাচ্চার মায়ের পাছায় কশে ৫টা বারি দেওয়া হোক ।
5864,happy,ধন্যবাদ
5865,happy,একেই বলে পুলিশ
5866,happy,ধন্যবাদ বাংলাদেশ পুলিশ বাহিনী কে
5867,happy,ধন্যবাদ.
5868,happy,ধ্যানবাদ ভাই
5869,disgust,তুই হলেতো বাচ্চার কিডনি বিক্রি করে বাবা খেয়ে ফেলতি।
5870,happy,পুলিশ বাহিনীকে অসংখ্য ধন্যবাদ।
5871,happy,ধন্যবাদ
5872,happy,ধন্যবাদ
5873,happy,ধন্যবাদ পুলিশ ভাইকে।
5874,happy,ধন্যবাদ পুলিশকে।।।।।।
5875,happy,পুল‌িশ আবার প্রমান করল‌ো মানবতার স‌েবক
5876,happy,অভিন্দন।
5877,happy,অভিনন্দন পুলিশকে। তারা প্রমাণ করল যে তারাও মানুষ।
5878,sad,"ভাল কাজের জন্নে thanks, কিন্তু খারাপ কাজের জন্ন ................"
5879,happy,ধন্যবাদ জানাই কর্তব্যরত পুলিশ ভাইদের
5880,happy,এই হলো নববর্ষ।
5881,happy,সালাম জানাই পুলিশ ভাইকে সেই তার দীঘ হায়াত কামনা করি এবংপরিজনকে
5882,disgust,পুলিশ আমার বাল ছেড়া কাম করে। ঘুষ ছাড়া কিছু বুঝেনা শালারা
5883,happy,একদম
5884,happy,আলহামদুলিল্লাহ্‌
5885,happy,অভিনন্দন ডি সি গুলশান স্যারকে
5886,sad,অভিনন্দন পুলিশ ভাইকে.আর.সেই সাতে.ছি.ছি.ছি.এই.দরনের.মাকে.নিজের সন্তানের হেপা.জত.করতে.পারেনা
5887,happy,নিঃসন্দহে মহৎ কাজ।
5888,happy,অবশ্যই প্রশংসার যোগ্য কাজ।।
5889,happy,এহল মানুশ সুকরান
5890,happy,সুনে খুসি হলাম
5891,happy,র্সধ সালাম তোমায়
5892,happy,হাজার ওখারপ কাজের মধে একটাভাল কাজ জাহা লাক লাকখারাপ কাজ কে ভুলিয়ে দেই
5893,happy,আিমও িপয় বাংলােদশ আইিড়র কেমন কের েলখায় একমত ইমরান ভাই
5894,happy,"ধন্যবাদ , ধন্যবাদ , ধন্যবাদ !!"
5895,happy,"টেংক ইউ পুলিশ ব্রাদার্স, আপনাকে"
5896,happy,ভাল লাগল
5897,happy,"কুব ভালো হইয়াছে,"
5898,sad,বাবা মাদের সর্তক থাকতে হবে।
5899,sad,পুলিশ আছে কিছু ভাল তার প্রমান সব এক রকম নয়
5900,happy,ধন্যবাদ ইমরান ভাই আপনার অনেক বেশী অবদান ছিলো । ভালো থাকবেন ধন্যবাদ
5901,happy,ধন্যবাদ ডঃইমরান ভাই
5902,happy,মহান আল্লাহ্‌র কাছে শুকরিয়া
5903,happy,খুব ভাল লাগলো
5904,happy,ধন্যবাদ সবাইকে
5905,happy,পুলিশের ভালো কাজের প্রসংশা খুব ভালো লাগে
5906,happy,পড়ে খুবই ভাল লাগ্ল
5907,happy,আমি সম্মান জানাই
5908,happy,অ‌ভিনন্দন
5909,happy,গুড
5910,disgust,এটাকি আসল মা
5911,happy,ধন্যবাদ
5912,disgust,তাতে তোর কি?
5913,happy,অভিনন্দন পুলিশ ভাইদের।
5914,happy,ধন্যবাদ পুলিশ ভাইদের
5915,happy,পুলিশ বাহিনীকে ধন্যবাদ
5916,happy,অভিন্দন বাংলাদেশ পুলিশ বাহিনী কে
5917,happy,ভাল হয়েছে
5918,happy,ভাল কাজ সবসময় প্রশংসা পাওয়ার দাবি রাখে l
5919,happy,এরা মাজে মাঝে বাংলার বিরের পরিচয় দেয় সালাম তোমাদের
5920,happy,ধন্যবাদ পুলিশ ভাইকে একটা ভাল কাজ করার জন্য
5921,happy,তা হলে এই দেশ এ এখনও ভাল পুলিশ সদস্য আছে
5922,happy,থানক্স
5923,happy,ধন) বাধ ইমরান সাহেব
5924,happy,ধন্যবাদ
5925,happy,বাল তো বাল না
5926,happy,ধন্যবাদ পুলিশ অফিসার
5927,happy,ধন্যবাদ পুলিশ ভাইকে ধন্যবাদ
5928,happy,ধন্য বাদ পুলিশ ভাইদের আমরা সাধারন জনগন এমনটাই আশাবাদী আপনাদের কাছে
5929,disgust,পুলিশরা যা করেছে ভালোই করছে তবে ছেলেটির মাকে কানের গোরায় দুইটা দেয়া উচিত ছিল
5930,happy,ধন্যবাদ বাংলা দেশ পুলিশ এবং গণমাধ্যম(ফেসবুক) কে শিশিটির জন্য দোয়া রহিল>>>>
5931,happy,"ধন্যবাদ, আজ এটাই প্রমানিত হল,ইচছা থাকলে উপাই হয়।"
5932,happy,ধন্যবাদ যারা সাহায্য করলেন।
5933,disgust,"খবিসনির ফুড়ি, কুকুরে ও তো তার বাচ্চা খবর রাখে,"
5934,disgust,"95%চোর,বাকীটা ভাল।"
5935,disgust,মাগিরে ধরি বাশ দে
5936,happy,এটা ভালো কাজ
5937,happy,ধন্যবাদ
5938,sad,আফসোস! !!!!! পুলিশ আফসোস!!!!!
5939,happy,পুলিশ ভাই কে ধ্যনবাদ
5940,sad,সব পুলিশ যেন এমন মানুষ হয়
5941,happy,আলহামদুলিল্লাহ
5942,happy,পুলিশ ও পারে এইটা তার উদাহরন ..TNX..
5943,happy,পুলিশ ভাই আপনাকে স্যালুট জানাই
5944,happy,ধন্যবাদ পুলিশ ভাইকে
5945,sad,ব্ববগ
5946,happy,পুলিশকে অনেক অনেক thank's
5947,happy,"ধন্যবাদ অফিসার,"
5948,happy,ধন্যবাদ ।
5949,happy,অভিনন্দন
5950,happy,ধন্যবাদ
5951,happy,পুলিশ কে দন্যবাদ
5952,sad,ভালো করে বাচ্চার খেয়াল রাখবেন.............
5953,sad,ত্রঠাই মানবতার পরিচয় ৷
5954,happy,ধন্যবাদ পুলিশ ভাইকে
5955,happy,ইস ! পুলিশ যদি এমন হত
5956,happy,পুলিশ পুলিশের মতো কাজ করেছে।
5957,happy,"অবিনন্দ পুলিশ বাইদেরকে,এবংএই খবরটা প্রচারকারিকে।"
5958,sad,পুলিশ কে আমার ভালবাসি কিনতু পুলিশ ভাল মানুষ কে আর কারাব মানুষ এক সমান মনে করে কেন
5959,happy,পুলিশ জে জনগনের সেবক তা বুজিয়ে দিয়েছে।সাবাস পুলিশ ভাই
5960,happy,মাযের বুকে ছেলেকে পিরে পেযেচে এইটাতো বাগগের বেপার
5961,happy,পারলে আরও ভাল কাজ করেন।জা সত্যি কার দেশের কাজ হয়
5962,happy,মায়ের ছেলে মায়ের কোলে ফিরে এল ধন্যবাদ পুলিশ ভাই কে
5963,angry,শিশুটির মা কিসে মজেচে জে চেলের হাতে রাখতে পারেনি সতান
5964,happy,"ধন্যবাদ,"
5965,happy,ধন্যবাদ পুলিশ ভাই
5966,sad,ওর মা
5967,angry,চুরকাছেচুরেতাকে
5968,happy,ধন্যবাদ
5969,happy,অসাধারণ।
5970,happy,খুব খুশি হইলাম
5971,happy,অশেষ ধন্যবাদ
5972,happy,thx পুলিশ
5973,happy,ধন্যবাদ।
5974,sad,এটাই মানুষের চরিত্র হওয়া উচিত
5975,happy,পেয়েছে ভাই তাতে দুঃখ নাই
5976,happy,ধন্যবাদ পুলিশ বাইকে
5977,happy,ধন্যবাদ bd পুলিশ ভাল কাজ t করার জন্য
5978,happy,ধন্যবাদ আপনাকে
5979,happy,পুলিশ জনগনের সেবক।
5980,happy,পুলিশ ভাইদের ধন্যবাদ
5981,happy,দন্যবাদ বংলাদেশ পুলিশ
5982,happy,ধন্যবাদ
5983,happy,শুকরিয়া আললাহর
5984,happy,আপনাকে অনেক অনেক ধন্যবাদ
5985,happy,প্রতিটা অন্যায়ের প্রতিবাদে আমরা আপনাকে সাধুবাদ জানাই .
5986,sad,"পুলিশ যদি বাবলু, সাগর রুনি হত্যা কারিদের গ্রেফতার করতে পারত।।।।।"
5987,happy,এমন ভালবাসাই আমাদের প্রশাসনের কাছে সব সময় আসা করি।। ধন্যবাদ
5988,sad,আমরা এমনটিই চেয়েছিলাম পুলিশ ভাইদের নিকট।কিন্তু..
5989,happy,"মা দেরকে সাবধান হওনয়ার দরকার,পুলিশকে ধন্যবাদ।"
5990,happy,তাহলে আমার জিবনে দেখলাম পুলিস এক টা ভালো কাজ করলো
5991,sad,এই সেই মা! যে নিজের সন্তানকে আগলে রাখতে পারে না?
5992,happy,ধন্যবাদ পুলিশ ভাইকে তাদের এ মহৎ কাজের জন্য
5993,happy,পুলিশ অাজকে একটা অনেক ভরো কাজ করছে বাবারে। 😱😱😱😱
5994,disgust,নববর্ষ পালন করতে গিয়ে বাচ্চা হারাছে বেয়াদব মহিলা
5995,happy,ধন্যবাদ পুলিশ ভাই
5996,happy,পুলিশ ভাই ধ্যনবাদ
5997,happy,"পুশিস ভাই ধন্যবাদ অাপনাকে,রাউজান তেকে।"
5998,happy,"সালাম হাজার সালাম পুলিস ভাই,,,"
5999,happy,এমন কর্তব্যপরায়ন পুলিশকে অভিনন্দন।
6000,happy,ধন্যবাদ
6001,happy,তোমাদের সালাম ভাই।
6002,angry,ডিজিটাল মা
6003,disgust,নটির পুরিরে জুতার মালা দে
6004,happy,ধন্যবাদ
6005,happy,ধন্যবাদ জানাই কর্তব্যরত পুলিশ ভাইদের
6006,happy,ভালো কথা
6007,happy,ধন্যবাদ প্রসাশন
6008,happy,আলহামদুলিল্লাহ
6009,happy,খুব ভালো লাগলো খবরটি জেনে!
6010,happy,ভাল কাহ
6011,happy,আলহামদুলিল্লাহ্
6012,angry,সবাইর আগে তুর বিচার হবে
6013,happy,দেশি ভাই ভালো কাজ । ভালো লাগলো।
6014,happy,মেহেদি!!! তোমার হারিয়ে যাওয়া ভাই 😂😂😂
6015,happy,ধন্যবাদ তোমাকে।
6016,disgust,তার পরেও বলবো ওরা বালোনা গুস খোর
6017,happy,"এই কাজের জন্য, ধন্যবাদ দিতেই হয়, পুলিশ বাহিণীকে।"
6018,angry,হস্তান্তরের আগে বাবা মাকে দুইটা চর মারা দরকার ছিল
6019,happy,আমিন
6020,happy,মা
6021,happy,দারুন
6022,happy,নাটক
6023,happy,গুড
6024,happy,কে বলে ফেছবোক কারাফ শহজে একটি অসহায় ছেলে পিরে পেলো হারানো তার মা বাবা কে
6025,happy,ধন্যবাদ ইমারান ভাই আপনার জন্যই এইটা জানতে পারলাম । অমিও সেয়ার করেছিলাম ।
6026,disgust,ইমরসন সরকার তোর মুখে ৫০০জোতা মারালাগে তুই জারস ছেলে তোর বাপের ঠিক নাই
6027,sad,আমি বলব মায়েদেরকে একটু সচেতন হলে এমন সমস্যা হয় না সব খেএেই
6028,happy,বাংলাদেশের সব পুলিশ যুদি এমন হত তাহলে বাংলাদশ সোনার বাংলা হত
6029,happy,"পলিশ যে জনগনের বন্ধু ,এটা দেখে বুঝা যাচ্ছে।"
6030,disgust,এমন মায়েদের ধরে কাইটা ছিল্লা লবন লাগানো উচিত
6031,disgust,েয মা েছেলর খবর রােখ নাই তার নাম কাল ৈবশাখ
6032,angry,বাচচা মায়ের গালি কশে ৫টা বারি দেওয়া হোক?
6033,angry,আসলে ...হারিয়েছিলো কে.. ছেলে নাকি মা.....????
6034,happy,ভাল কর্মের জন্য অশেষ ধন্যবাদ সবাইকে
6035,happy,অামি ওএকমত ইমরান সরকার।
6036,happy,খুব সুন্দর কথা
6037,happy,ভাল আছেন দাদা
6038,happy,কিরে দোস কেমন আছিস???
6039,happy,"পুলিশ ভাই ধন্যবাদ,,"
6040,happy,অভিন্দন পুলিশ ভাই তােমাকে
6041,happy,ধন্য বাদ পুলিশ কে
6042,disgust,ফইিননির বাচ্চা তুই মানুষ নামক জানুয়ার।
6043,happy,ধন্যবাদ পুলিশ ভাই
6044,happy,কিছু পুলিশ ভাল আছে।
6045,sad,টাকা নেয় নাই তো?
6046,happy,আপনাকে ধন্যবাদ।
6047,happy,ধ্যনবাদ বাংলােদশ পুলিশ
6048,happy,ধন্যবাদ...:-P
6049,sad,কালি গুরতে গেচে।
6050,happy,ধন্যবাদ পুলিশ ভাই
6051,sad,ডিজিটাল মা সন্তানের খবর রাখেনা।
6052,happy,পুলিশ ভাই কে ধন্যবাদ
6053,happy,"পুলিশ ভাইদের আমার হাজার সালাম,"
6054,happy,অনেক অনেক ধন্যবাদ
6055,happy,অভিনদন
6056,happy,অভিনন্দন ভাই।পুলিশ ভাইকেও অভিনন্দন জানাই
6057,sad,তাই
6058,happy,আমিন
6059,happy,ইমরান ভাই আপনে আললাহ হাজার বছর বাছিয়ে রাকুক
6060,happy,অ‌ভিনন্দন আপনা‌কেও
6061,happy,ধন্যবাদ
6062,happy,পুলিশ ভাইকে
6063,happy,ধন্যবাদ
6064,happy,বন্ধু
6065,happy,ধন্যবাদ
6066,happy,স্যালোট পুলিশ বাহিনীকে
6067,happy,"ইমরান ভাই দন্য বাদ,"
6068,sad,পুলিশকে.... কিন্তু আপনাকে না। আপনি এটার যোগ্য নন।
6069,happy,ধন্যবাদ পুলিশ ভাই
6070,happy,10000000000000000000000+ স্যালুট।
6071,happy,ধন বাদ
6072,happy,ধন্যবাদ পুলিশবাহিনীকে ভালো কাজটি করার জন্য।
6073,happy,একবার গুরে আসুন আমার এই পেইজে ভালো না লাগলে LIKE ফেরত https://m.facebook.com/profile.php?id=344230675763613
6074,happy,বাংলাদেশ পুলিশকে ধন্যবাদ।
6075,happy,বাংলাদেশের পুলিশ এ রকম হয়া চাই
6076,happy,বাংলাদেশ পুলিশ কে অভিনন্দন।
6077,happy,অভিনন্দন বাংলাদেশ পুলিশকে
6078,happy,আলহামদুলিল্লাহ্
6079,happy,অনেকতো আজে বাজে পেজে লাইক দিলেন এবার এই ভাল পেজটাতে লাইক দিয়ে দেখুন অবশ্যই উপকারে আসবে।https://m.facebook.com/সকল-শিক্ষা-ও-চাকরীর-খবর-all-education-and-Job-news-1457622464491903/ সকল শিক্ষা ও চাকরীর খবর all education and Job news সকল শিক্ষা ও চাকরীর খবর all education and Job news সকল শিক্ষার্থী এবং বেকারদের জন্য এই পেজ। তাই তাদের কোন উপকার হলে আমরা সার্থক।।।।
6080,happy,বাংলাদেশের গব পুলিশ
6081,happy,সাবাস Bangladeshপুলিশ
6082,sad,"শেয়ার দিলাম, ওর অভিভাবককে পেলে জানিয়ে দিয়েন।"
6083,sad,"ইমরান ভাই আমরা মনে হয় । তনুর হত্যার বিচার পাব না ????। সরকার তনুর হত্যার বিচার ধামাচাপা দেবার চেষ্টা করতেছে । প্রশাসন এক এক অজুহাত দেখিয়ে , অন্য কিছু বলার চেষ্টা করতেছে । তার মানি কি সরকারি কোন হাত আছে ????। আপনার কাছে আমার প্রশ্ন ???।ইমরান ভাই"
6084,sad,তনুর বিচার সরকার করবেনা বিচার হলে আগেই হতো
6085,angry,পুলিশ কে কল দিলেও কি ঘুস দিতে হবে নাকি
6086,disgust,"তনু এতোদিনে সরকারের কাছে ফনু হইয়া গ্যাছে,,, নুতন কারো অপেক্ষা করতাছে.....!!!"
6087,sad,খবরটি যতোটা সম্ভব ছড়িয়ে দিন। বাবা-মা কিংবা পরিবারের সন্ধান পেলে গুলশান থানা যোগাযোগ করুন। সহযোগীতা লাগলে জানান। ধন্যবাদ।
6088,sad,নুন্যতম বিবেক বলতে আপনার নেই কি Nasir Prodhan 😡😡😡😡 . . ..
6089,sad,ওখানে একজন পুলিশকে জিঙ্গাস কররিছল আমি ছিলাম তাই আর কি
6090,happy,একদ্ম ঠিক
6091,sad,"মাইকে বলেছে ছেলেটি শুদু তার বাবার নাম জানে, 4 বছর"
6092,happy,গুলিস্তান দিয়ে জাইতে শুনেছি এখন আমি অনেক দুরে আছি কাল্কে খবর নিবো।
6093,sad,আমি কাল্কে ঠিকানা বের করবো।
6094,happy,আচ্ছা
6095,sad,hmm নাসরীন আনটি
6096,disgust,কেমন মা পহেলা বৈশাখ পালন করতে গিয়ে ছেলেকে হারিয়ে ফেলেছে
6097,sad,গুলিস্তান এই ছেলের জন্য মাইকিং করছে।
6098,sad,মেহেদী যেন তারাতারি ওর বাবা মাকে খুজে পায় এই কামনা করি।আাললাহ মহান তিনি সব কিছুই পারেন।
6099,happy,ধন্যবাদ আল্লাহ্‌ সুবহানাতালা
6100,sad,"ইনশাআল্লাহ,, খুব তাড়াতাড়ি ওর মা বাবার কাছে ফিরে যাবে।"
6101,sad,মেহেদী যেন তারাতারি ওর বাবা মাকে খুজে পায় এই কামনা করি....
6102,sad,আমিও চাই খুব শীঘ্রই যেন শিশুটির পিতা-মাতার কাছে ফিরিয়ে দেওয়া যায়।
6103,sad,শিশুটির পরিবার হয়তো হন্নে হয়ে খুজছে। দোয়া করি শিশুটি যেন তাড়াতাড়ি বাবা মার কোলে পৌছে যায়।
6104,happy,"মোস্তাক ভাই, শুভ নবর্বষ। পহেলা বৈশাখেও ডিউটি পালন করার জন্য ধন্যবাদ।।"
6105,sad,শিশুটির পরিবার হয়তো হন্নে হয়ে খুজছে। দোয়া করি শিশুটি যেন তাড়াতাড়ি বাবা মার কোলে পৌছে যায়।
6106,happy,এইধরনের পোষ্টকে শেয়ার করাই সামাজিকও নৌতিক দায়িত্ব মনে করি
6107,happy,শেয়ার করলাম।
6108,happy,শুনে ভাল লাগল।ডিসি ও পুলিশের জন্য ভালবাসা রইল।
6109,happy,শেয়ার করলাম
6110,disgust,ছেলে হারাইছে তো কি হইছে ছেলের মা বাবা তো বৈশাখ ইনজয় করলো ছেলে হারাইলে ছেলে পাওয়া যাবে বাট পহেলা বৈশাখের আনন্দ চলে গেলে তো আর ফিরে পাবে না এমন বাবা মা কে ঝাটা মারা উচিত
6111,angry,এই পোষ্টে ইসলাম বিরোধী কি পেলেন...
6112,happy,#Dr. Imran H Sarke আপনার পোস্টগুলি খুব ভাললাগে। ভূমিকম্প বিষয়ে যে পোস্ট দিয়েছিলেন তা খুবই ভাললেগেছে।
6113,sad,"ছবিটা টিবি চ্যানেল খবর মাদ্যমে প্রকাশ করুন প্লিজ B TV,মাছরাঙা,অথবা যে কোনো চ্যানেলএ।"
6114,sad,"মেহেদি তার বাবা,মা কে খুঁজে পাবেই ! কারন আপনার ফেজবুক পেজে যেহেতু খবরটি দেওয়া হয়েছে ! মেহেদি ওর বাবা ,মায়ের দেখা পেলে সেটাও জানাবেন আশা রাখি !"
6115,sad,দয়া করে বাংলা চ্যালেনগুলোতে খবরের মাধ্যমে বাচ্চাটির ছবি দিয়ে প্রকাশ করুন। প্লিজ।
6116,angry,পুলিশ ভাইকে অনেক অনেক ধননবাদ এই ভালো কাছটি করার জনন কিনত আমার একটা উনরোদ ওর মা কে একটা উচিদ শিকখা দিবেন ওর মা জেন আর কোনো দিন পহেলা বইশাকে না আশে
6117,happy,"মানবিক কাজে সহযোগীতা করে উদারমনার পরিচয় দেওয়ার জন্য ইমরান এইচ সরকারকে ধন্যবাদ। ছেলেটা তার ফ্যামেলীকে ফিরে পাক, কামনা করছি।"
6118,happy,Dr. Imran vaiya ছেলে টাকে বাবা মার কাছে পিরিয়ে দিয়েছেন কারন আমি ওমানে আছি। ছেলেটার বাবা মা যদি পিরিয়ে পা তাহলে খুশি হব।
6119,happy,খবরটি আপনারা যারা পেয়ে থাকেন তাদের কাছে অনুরুদ রইল আপনারা সবাই শেয়ার করে অন্যদেরকে জানান**
6120,sad,মেহেদী যেন তারাতারি ওর বাবা মাকে খুজে পায় এই কামনা করি।আাললাহ মহান তিনি সব কিছুই পারেন।
6121,happy,আমি মোস্তাক ভাই কে চিনি। তার দক্ষতা ও কাজে কোন প্রতিদ্বন্দ্বী নেই। ইনশাল্লাহ তিনি ওর অভিভাবক কে ঠিকি খুজে বের করবেন।
6122,happy,"ধন্যবাদ। ড: ইমরান ভাইয়াকে, বন্দুরা তোমারা এই পোস্টি বেশী করে শেয়ার কর, আর বেবির দোয়া করবে,যাতে ও ওর বাবা মাকে খুব তারাতারি খুজে পায়।"
6123,happy,"এই যে ভাই,এই যে আপু, মুসলমান হিসাবে উক্ত পেইজটি ☞ ☞ ইতিহাসের স্বাক্ষী ☞ ☞ ইতিহাসের স্বাক্ষী পরিদর্শন /পর্যালোচনা করার পর যদি আপনার বিবেক স্বাক্ষ দেয়,তাহলে আপনার মুল্যবান সহযোগিতা প্রধান করে, দেশ ও মুসলিম জাতিসত্তার পক্ষে লেখালেখি করার ও প্রচারপ্রসার করার সুযোগ করে দিন"""
6124,happy,ইমরান এইচ সরকার আজকাল দেশের ব্যপারেও ভাবতে শুরু করেছে বলে মনে হয়। ভালো ভালো। অনেক অবস্র মনে হচ্ছে।
6125,happy,আপনার অনেক কাজের মধ্যে এইটা একটা মহৎ কাজ
6126,happy,"উনি ভালো কাজ করছে একটা কেনো আপনারা ফালতু কমেন্টস করছেন, আসুন হেল্প করি বাচ্চাটাকে তার মা বাবার কাছে ফিরে যেতে।"
6127,angry,কি জন্য খুন করেছে
6128,disgust,ছাগল!
6129,angry,ইমরান নাস্তিক একটা ভালো কাজ করলা গতকাল যে ঝিনাইদহে দুজনকে পুলিশ খুন করছে সে খবর কি পাইছো
6130,angry,তোর মত ছাগলরা তো তাবলবে
6131,disgust,ভালো করে খোঁজ করে দেখেন এইটাও একটা বাটপারি পরিচয় হবার
6132,sad,Fakhrul Islam ভাই মুখের বাসা এমন কেন
6133,happy,বহুদিন পর একটা ভালো কাজ করলো পুলিশ লীগ
6134,disgust,এসব Irresponsible বাপ মায়ের হাতে বাচ্চা আর তুলে দেয়াই উচিৎ না।
6135,sad,শেয়ার দিলাম।আশা করছি শিশুটি এখন যেখানে আছে তার বাবা-মা'র কাছে পৌছার আগ পর্যন্ত ভালো থাকবে।
6136,angry,সি সি কেমরায় দেখা হোক কার সাথে আসছে
6137,sad,TV. Channel এ ছবি সহ ব্রেকিং নিউয দিলে ভালো হয়।
6138,disgust,কিছু ছাগল শুভেচ্ছা দেওয়ার জায়গা পায়না।
6139,happy,স্যার। আপনাকে ধন্যবাত আপার। মহা মৃলোবান পু্রট টা আমি সের করলাম
6140,sad,বিকাল 3/4 টাই আমি হাতিরঝিল ছিলাম এই ছেলে টার থেকে 3/4 বছরের বর হবে ।একটা মেয়ে কাঁদতে কাঁদতে পুলিশ কে বলছিল সে তার ভাইকে হারিয়ে ফেলেছে।হাতিরঝিল কালি মনদীরের পাশে হাতিরঝিল বিজের কোনে যে পুলিশ গুলি ডিউটি করছিল তাদের মধ্যে এক পুলিশ সদস্য কাছে হয়তোবা এই হারানো ছেলে টার বাবার ফোন নাম্বার আছে।যদি এই হারানো ছেলে টা।ওই মেয়ে টার ভাই হই।
6141,happy,নতুন বছর নতুন দিন শুভেচ্ছা ও সালাম নিন ভাল থাকুন সুস্থ থাকুন সারা বছর সঙ্গে থাকুন।
6142,happy,ধন্যবাদ পুলিশ ভাই কে |
6143,angry,ধন্যবাদ দেওয়ার কি আছে এটুকু কাজ যদি না পরে তাহলে কোন কজটা ...
6144,happy,আল্লাহ্পাক
6145,sad,রবীন্দ্রনাথ এত সিম্পল নারে ভাই
6146,sad,অগোছালো স্বপ্ন আমিনতো মুসলিম রয়েছেএর জন্য তাকে ধন্যবাদ ।তবে বাবহারে বংশের পরিচয়।আমি পয়লা বৈশাখ পালন কোরব বাসসোরিক দিন হিসেবে ।তাই বলে আমি মুসলমান হিসাবে হিন্দু সাংইসকিতক মংগোল সুবাযাএ করা আর পুজা করা সমান ।তাই মুসলমান হিসেবে বৈশাখী পালন করতে সবাই কে নিসেধ করবো।
