,Status,Sentence
5709,happy,এবাভে মানুষের পাসে থাকলে মানুষ আপনাদেরকে বালভাসবে গিনা করবেনা ধন্যবাদ পুলিশ ভাই দেরকে
5710,happy,ধন্যবাদ ইমরান ভাই পুলিশ ভাইকে।
5711,happy,ধন্যবাদ পুলিশের কেমনে মা ভাবতে অবাক লাগে
5712,sad,মা বষ্বরন নিয়া সাজিয়াছে কিনতু ছেলের 'খোজ রাখে কিকরে
5713,angry,খারাপ মানুশ ভালো হয বােভ
5714,happy,ভাঙ্গিশ :( গায়েব । উন্নতির লক্ষন :)
5715,sad,রঙ মেখে বৈশাখ পালন করলেইতো না। বাচ্চার খোজ রাখতে না। মানুষ অন্যকিছু।
5716,happy,ধন্যবাদ বাংলাদেশ পুলিশ। আগামিতে এভাবে জনগনের উপকার প্রত্যাশা করি।
5717,happy,এভাবে পুলিশ ভাইদের এগিয়ে চলতে হবে।স্যালুট তোমাদের।
5718,happy,কাতার পবাসি বাংলাদেশ সকল পুলিশ অভিনন্দ
5719,happy,"চিএটাই রিয়েল গৌরবের, বারবার চাই, সফল হবার শুভেচ্ছা"
5720,happy,ধন্যবাদ পুলিশ ভাইকে
5721,happy,সালাম পুলিশ ভাইকে
5722,angry,ধরণের মাকে শাস্তি দেয়া দরকার।
5723,happy,পুলিশ ভাইকে কোটি সালাম।
5724,sad,বাচ্চাটা হারানোর মা দাই
5725,disgust,বিনিময়ে টাকা নিল
5726,disgust,জানোয়ারের সিখেন সনতান কিবাবে রাখে
5727,happy,ধন্যবাদ দিয়ে ছোট করবনা অামাদের দেশমাতৃকার শৃঙ্খলা রক্ষার্থে নিয়োজিত বাংনাদেশের পুলিশ বাহিনীর সদস্য ভাইজানকে।।ধন্য বাদ দিলে উনারা বলবেন অামাদের কর্তব্য।।।উনারা ক্রেডিটটা নিবেন না।।কিন্ত উনারা করল মহত্বের এক অফুরন্ত নিদর্শন।।বাংলাদেশের পুলিশ দেশমাতৃকার শৃঙ্খলা রক্ষায় বিলিয়ে দিতেও পিছপা হননা।।বাংলাদেশের পুলিশ বাংলাদেসের গর্ব অামাদের গর্ব।।স্যালুট বাংলাদেশের পুলিশ প্রশাসনকে।।সাথে ইমরান স্যারের অামরা কৃতজ্ঞ কারন উনিই বাংলার প্রত্যেকটা ঘটনা দুর্ঘটনায় প্রকৃতপক্ষে ডাক দিয়েই হাজির হয়ে যান।।
5728,angry,ঘুডি ওরানু হয়েছে ছেলে কেও পেয়েছে
5729,happy,"এক মা-র সন্তান এক না। তেমনি ভাল মন্দ দুইটাই থাকবে। মন্দের কারণে সময় অস্থির থাকতে হয়। পিছনে যাবনা বাঁচার মত বাঁচব। মরতে অণ্যায় বিরুদ্ধে লড়াই মরব। রাজাকারদের বিচার চাই।পরে প্রতিটা অন্যায় বিরুদ্ধে লড়ব। মত একটা মানুষের প্রাণ যায় যাক। দেশকে আফগান পাকিস্তানের মত দিব না। একটা প্রতিষ্ঠানে করতাম প্রতিষ্ঠানে একজন জামাত শিবির কর্মী আছে। নামে অস্র, দোকানলুট আরো মামলা আছে। তিনটি মামলা আছে। চাচা দুইজন ইবনে - সিনা তে জামাত কর্মী, আরেক চাচা আমেরিকা আছেন, জামাত শিবির আর্থিক সাহায্য থাকেন। জটিল তিনটি মামলার আসামী হয়ে নামকরা প্রতিষ্ঠানে পারছে ভাই প্রতিষ্ঠানের চেয়ারম্যান এস।"
5730,happy,পুলিশ জেনো
5731,happy,পুলিশ বাহিনির সকল সদস্যাককে অসংখ ধন্যবাদ জানাচছি। মহৎ করেছে।সনদার সময় হাতিরঝিলে পাওয়া শিশুটিকে রাত ১০ টার মধো মায়ের পৌছে দিয়েছে।সত্যিই খুশি লাগছে নিউজটি দেখে।এ সবাই দেশটি সত্যি সোনার বাংলা হিসোবে গড়ে উঠত।
5732,happy,পু‌লিশ হারামী ভা‌লো অা‌ছে ।
5733,angry,মাকে জোতার পিটা দেয়া বাসাথেকে বর
5734,angry,নেকা মা‌য়ের দরকার‌ নেই৷
5735,disgust,মা‌কে বল‌ছি সন্তান‌কে সমায় নিজ চো‌খে চো‌খে রাখ‌বেন । বেড়া‌নোর সমায় সন্তন‌কে একা একা ছে‌ড়ে দি‌বেন । বেড়া‌নোর অানান্দের চে‌য়ে সন্তা‌নের নিরাপতা অ‌নেক বেশী জরুরী।
5736,sad,বাঙালী ভাল করে। খারাপের ভীরে ভাল গুলো চাপা পড়ে যায়। আসুন ভাল বেশী খারাপকে ভালর নিচে চাপা দেই।
5737,fear,মহিলার চেহারা হচ্চেনা ছেলে হারিয়ছে. হচ্চে মহিলা শয়তান...চেহারায় ভয়
5738,angry,বাইচ্চার মা কুয়াই আছলাতে
5739,happy,মহাপন্ডিৎ একজন!!!!!
5740,sad,"ত জ্যানুয়েন,,,,এটাইত দায়িত্ব।তাদের দায়িত্ব ত মুড়ি ভাজা না।,,,এতে ধন্যাবদ দেয়ার মানে হয়না।এমনিতেই অধিকার আদায় না,অধীকাংশ ছিনিয়ে চায়।"
5741,happy,পুলিশ নি:সারথ করেছে।
5742,disgust,শালা শাহবাগের বদমাইশের পুত বদমাইশের মুখে সারা দেশ বাষির পকক জুতা মার শালাকে ফেইছ বুকে যায় শালা অবিশপত মালাউন
5743,happy,ব্যাবহারে বংশের পরিচয়। বিপদ কোনদিন কয়ে আসেনা। বাজে কথা নাই। কারো বিপদ পারে। পুলিশ ভাইদের অসংখ্য নন্যবাদ।
5744,happy,ফেজবুক সহজ হয়েছে । ধন্যবাদ ফেজবুক ধন্যবাদ ডা : ইমরান সাহেব ধন্যবাদ পুলিশ বাহিনীর সদস্য দেরকে
5745,happy,"আলহামদুলিললাহ,ধনবাদ জানাই পুলিশ ভাইদের।আর অনন পুলিশ ভাইদের বলছি এদেরকে ভাল শিখুন।তাহলে জনগন আপনাদের ভয় পাবেনা,ভালোবাসবে।"
5746,sad,গাঁজাখোর বুঝার কথাI
5747,sad,ভাই আপনাকে রাস্তার মরে সিগ্নালে দারিয়ে আনসার সদস্য জারা কিনা খেটে খাওয়া গরিব মানুষদের জোর ভিক্ষা আদায় করেন। #Mr imran mridha.
5748,happy,TNX ইমরান ভাই পুলিশ দেরকে। করবো দেখবে তোরা ঘরে ডিম পারো।দেখো ইমরান ভাইকে কিভাবে অন্যায়ের বিরুদ্দে রুখে দারাচ্ছে।এবং বিপদগামি লোকের পাশে দারাচ্ছে।
5749,disgust,"অনুষ্ঠান! ওইখানে পুলিশের চেয়ার বরাদ্দ ছিল, নিরাপত্তা যায়না, বলল? টিকেট কেটে গিয়েছিলেন নাকি? অন্যসব পাবলিক দাড়িয়ে ছিল? ভি পুলিশ দাড়িয়ে জায়গা হবেI"
5750,angry,"সাংস্কৃতিক অনুষ্ঠান ছিলো।।। । পুলিশের হয়ত বরাদ্দ থাকতেই নিরাপত্তা দেওয়ার দরকার ছিল!!!!!তারা শুয়েই নিরাপত্তা দিক কারন শুয়ে শুয়ে নিরাপত্তা যায়।।।। । হ্যা ভাই সাংস্কৃতিক অনুষ্ঠানের টিকিট কাটতে না।।। । লোকজন বসেই ছিলো।।। । অবশ্যই v.i.p. দেশের প্রতিটি স্বাধীন নাগরিক v.i.p. । সবশেষে বলব যে, পুলিশেরর তৎপরতা স্টেটাসে ততটা দেখিনি।।।।।। হাতের আঙ্গুল ৫টা সমান না, তেমনি পুলিশ মানুষ সবাই একরকম না।।।।"
5751,angry,"ভোর ৫ টার ডিউটিতে চেয়ারে বসা অন্যায় সাথে কথা বলার অবস্থানে আপনিI পুলিশকে কোথায় শুয়ে ডিউটি দেখেছেন? লোকজন থাকলে চেয়ার পেয়ে সমালোচনা করছেন, ব্যক্তিগত সুবিধা লাভের পুলিশ খারাপ হয়ে গেলI ভি না, এইদেশের প্রত্যেকটি নাগরিক ভি না, নাগরিক সুবিধা পাওয়ার অধিকার আছে, যেইটা চেয়ার পেলেও অক্ষুন্ন থাকেI স্ট্যাটাস চেয়ে ভাল কাজও মিডিয়া প্রচার পায়না কারন এইগুলো আমাদেরকে খাওয়ানো যাবেনাI মিডিয়াও জানে জন্মগতভাবে সমালোচনা মুখর, নেগেটিভ সেন্স জাতিI দেশের মিডিয়ার অবদান রাজনৈতিক লেজুড়বৃত্তি হলুদ সাংবাদিকতাই সীমাবদ্ধI শেষে একটা কথা যে, হাতের পাচঁ আঙ্গুল সমান না, মানুষ পার্সেন্ট খারাপ পুলিশ পার্সেন্ট খারাপ কারন পুলিশের লোক মঙ্গল গ্রহ পুলিশে ভর্তি হয়নিI যেইখানে অন্যান্য সরকারি সংস্থা বছরে ১৫০ দিনের ছুটি পায় সেইখানে পুলিশ ২০ ছুটি পায়, অন্যান্য সংস্থা ঘড়ি ৮ ঘন্টা অফিস পুলিশ ১২ ১৮ ঘন্টা ডিউটি প্রতিদিন সেইজন্য পুলিশকে ওভার টাইম হয়না অতিরিক্ত হিসেবে একটু রেশন নিম্ন মানের চাল গমে ভরাI জনগন বদলাক পুলিশ আপনা আপনিই বদলাবে, রাখবেন বাংলাদেশের জনগন ১৮ পুলিশের সংখ্যা ১ লাখ ৮০ হাজারI সংখ্যায় অতি কম পুলিশ বাহিনী মানুষকে বদলাতে পারবেI"
5752,angry,"বেটিকে ১০ টা বেতমারো পুলিশ ভাইয়েরা, শালি বাচ্চা ফেলে আড্ডা মারছিল কোথায়।"
5753,happy,বন্ধুরা ২০১৬ সালের সেরা Hindi Movi -One Night Stand () গান গুলো শুনতে ভিজিট করুন http://www.mpjio.com/download-album/one-night-stand-//
5754,happy,পুলিশ দেশের গর্ব এদেশে মেয়েদের গর্ব একমাত্র পুলিশ ভাইয়েরা। লাল সালাম তোমাদের
5755,sad,ভাই ধুখ্খ ছেলের মায়ের পতি কেমন মা ইনি ছেলের খবর রাখে
5756,happy,"আলহামদুলিল্লাহ্ । যাক অবশেষে সুখবর । আল্লাহর রহমতে হারানো আদরের কলিজার টুকরো সন্তানকে মায়ের কোলে ফিরিয়ে দিয়েছে । ধন্যবাদ ইমরান ভাই, ধন্যবাদ আইন শৃঙ্খলা বাহিনীকে ।"
5757,disgust,"ফিরিয়ে দেবার দরকার বাি,,,,বাচচা বাচচা পাবে বৈশাখ কিআর বৈশেখ পাবে।।।।বৈশাখ আসার বাচচা আসবে।।।"
5758,happy,"খুবই ভাল লাগছে, ছেলেটি আপন খুজে পাওয়ায়। thanks ইমরান ভাই পুলিশ ভাইকে"
5759,disgust,"ধন্যবাদ পুলিশকে, ধরনের মা দেরকে শয়তান ছাড়া যায়না .."
5760,happy,"খুবই আসাধারন করেছে!! বাংলাদেশের পুলিশ কাজের প্রশংসা শুনে বুঝতে পারলাম, দেশের পুলিশের একটা বোধয় যায় না। খারাপ ভাল কম আশা যায়। কাজের প্রশাংসা হয়!!!"
5761,happy,ফেজবুক সহজ হয়েছে । ধন্যবাদ ফেজবুক ধন্যবাদ ডা : ইমরান সাহেব ধন্যবাদ পুলিশ বাহিনীর সদস্য দেরকে
5762,angry,হের মায়ে কোই জানি মোনে
5763,happy,দোয়া পুলিশের শুভ কর্ম অব্যাহত থাকুক।
5764,happy,সুনে খুসি হলামযে নবর্ষপাল
5765,happy,মা বাবা। সচেতন হওয়া দরকার। বাচ্চাটা খারাপ চক্রের হাতে পড়লে হতো?ধন্যবাদ সবাইকে।
5766,disgust,তুই (ইমরান) ৪ বছর বয়ষেই হারিয়ে গেলি না...? এতদিনে দেশ টা শান্তিতে থাকতো
5767,happy,পুলিশ বর অপিছার হক
5768,disgust,বাচ্চার মা বাবাকে ২ থানায় রে‌খে কোন খাওয়া যা‌তে হয়। পু‌লিশ ভাই‌য়ের প্র‌তি অনু‌রোধ রইল। মা বাবা ক‌রে বোকা হয়। পালত‌ু।
5769,happy,এইভাবে বাংলাদেশ পুলিশ সবসময় মানুষের পাশে থাকত সত্যিই সোনার বাংলাকে খুঁজে পেতাম।
5770,happy,বনের বর ঘর জামাই
5771,disgust,প্রকৃত পুরুষ ঘর জামাই বউকে পিটায়......
5772,happy,লল পোষ্ট। :
5773,sad,চাচ্ছিনা
5774,happy,"মেহেদীর মা'র মুক্তিপণ দাবি করেনি, এজন্য ধন্যবাদ হয়!"
5775,happy,আপনাকে ধন্যবাদ।
5776,disgust,মাকে বাবাকে তুলো ধুনা উচিত।
5777,happy,ধন্যবাদ বাংলাদেশ পুলিশ
5778,happy,ধন্যবাদ
5779,disgust,"শয়তান মহিলার মনটা কোথায় ছিলো,,,,"
5780,happy,ধন্যবাদ বাংলাদেশ পুলিশ
5781,happy,অভিনন্দন বাংলাদেশ পুলিশ !
5782,happy,সাবাশ বাংলাদেশ পুলিশ /
5783,happy,বাংলাদেশ পুলিশকে ধন্যবাদ।
5784,happy,অভিনন্দন
5785,happy,শুভ সংবাদ..পুলিশকে ধন্যবাদ। তদন্ত হবার বাচ্চা প্রাপ্তি।
5786,happy,এগিয়ে যাও বাংলাদেশ পুলিশ।
5787,happy,"অভিনন্দন বাংলাদেশ পুলিশ,"
5788,disgust,"মা হলেন আপনি, একটা বাচ্চা সামলিয়ে রাখতে না।"
5789,happy,ধন্যবাদ ভাই
5790,happy,আলহামদুলিল্লাহ
5791,happy,ধন্যবাদ
5792,disgust,মা বেচে থেক পহেলা বৈশাখ
5793,happy,অভিনন্দন বাংলাদেশ পুলিশের সদস্যদেরকে।
5794,happy,ধন্যবাদ সুসংবাদটি পূনরায় পোষ্ট করবার জন্য।
5795,happy,: পুলিশ ধন্যবাদ জানাচ্ছি।
5796,happy,মাশা অাল্লাহ
5797,happy,অাপনারা পার‌েন
5798,angry,হালকা পেটালে সারাজীবন রাখবে বাচ্চাদের খেয়াল রাখবে।
5799,sad,বলবো ভেবে পাই না।।।।।
5800,happy,আলহামদুলিল্লাহ্‌
5801,sad,ভাগ্যিস বয়স ছেলে ....
5802,happy,ধন্যবাদ পুলিস ভাইকে।
5803,angry,পুলিশ ভাল দিক গুলো সমালোচক দের চুখে না?
5804,disgust,বাল ফালাইছে বাংলাদেশ পুলিস
5805,happy,ধন্যবাদ বাংলাদেশ পুলিশ
5806,sad,প্রতিটি পুলিশ হতো ..................
5807,happy,প্রশাসনকে দ্বায়িত্ব পালনের স্যালুট জানাই
5808,sad,"ছোট বিষয়কে এতো বড় দেখার নেই। কাজই এইটা। অবহেলা বলেই ছোট বিষয় বড় দেখানো হলো। এছাড়া ইতোপূর্বে পারেছি ""মাছের রাজা ইলিশ, দেশের রাজা পুলিশ""।"
5809,disgust,এরকমেই হওয়া
5810,happy,অভিনদন
5811,happy,ধন্যবাদ পুলিশ
5812,disgust,"পুলিশ ভাল খারাপ কাজ,,।।"
5813,happy,শত শত মোবারকবাদ
5814,happy,মানুষ মানুষের জন্য। ধন্যবাদ মহৎ কাজের জন্য।
5815,happy,ভাল আরো ভাল হওয়ার দরকার।
5816,happy,পুলিশ অফিসারদের অসংখ্য ধন্যবাদ । job well done.
5817,happy,ভাল সফল ... নববর্ষের শুভেচছা পুলিশ ভাই বোনদেরকে 🌹
5818,happy,আলহামদুলিল্লাহ
5819,happy,ধন্যবাদ পুলিশ বাহিনীকে..
5820,sad,কি? পাকিস্তানী ইন্ডিয়ান ।
5821,happy,পতিটা মানুষকে দায়িত্বের সাথে এভাবে উচিৎ ..ধন্যবাদ
5822,happy,অভিনন্দন
5823,disgust,শালীর ঘরে হালী খেয়াল নাইক্কা
5824,happy,পুলিশ মহান এক করছে। পূর্বের পাপ একদিনে মুছে গেলো।
5825,happy,ধন্যবাদ পুলিশ ভাইদের
5826,sad,কেমন মা ঘুরতে বাচ্চার হাত ভিড়ের ছেড়ে দেয়?
5827,happy,শুভেচ্ছা অভিনন্দন জানাচ্ছি বাংলাদেশ পুলিশ বাহিনীর সদস্যদের কে।
5828,happy,অভিন্দন
5829,happy,অসাধারণ
5830,angry,দুইদা লাত্থি
5831,happy,ভাল লাগলো জেনে বাচ্চটি মায়ের কোলে গেছে।
5832,happy,অভিনন্দন ভাই আপনাকে
5833,happy,"পুলিশের কাজই এটা,,,,,, কমন কাজ,,,,,,, ধন্যবাদ কারন,,,,, ১০০ কমন কাজের ১ করে,,,,, ধন্যবাদ ,,,,, ,, গরিব রিক্সা ওয়ালা করতো তাহলেই ধন্যবাদ প্রাপ্য ছিল। পুলিশের ধন্যবাদ পাওয়ার যুক্তি"
5834,happy,TSC কান্ডের জন্যও ধন্যবাদ....?
5835,disgust,মোবাইল ফোন অপারেটর গুলোর অপ্রয়োজনীয় এসএমএস অত্যাচারে অতিষ্ঠ হয়ে গেছি।😭😭😭😭😭
5836,sad,পুলিশও মানুষ
5837,disgust,মা এগুলি ডাইনী
5838,disgust,মাকে দুইটা থাপ্পর চিল মহিলা পুলিশ দিয়ে।
5839,happy,ধন্যবাদ পু‌লিশ ভাইকে
5840,happy,অভিনন্দন।
5841,disgust,গুবরে পদ্ম ফুল
5842,sad,পাগল
5843,happy,পুলিশ গর্ব অহংকার....
5844,happy,"ফেসবুক, দৃষ্টান্ত হয়ে রইল।"
5845,happy,ধন্যবাদ পুলিশ বাহিকে
5846,happy,আলহামদুলিল্লাহ।
5847,happy,ধন্যবাদ পুলিশ
5848,happy,"হে হে হে,,,"
5849,sad,আমিও শেয়ার দিছিলাম নিউজ টা :)
5850,happy,সত্যিই ভালো খবর ।
5851,happy,পুলিশ বাহীনিকে ধন্যাবাদ
5852,sad,কেমন মা বাবা বাচ্চার হাত রাখতে পারেনা
5853,happy,খুশির কথা। ধন্যবাদ ইমরান ভাই
5854,happy,"ধন্যবাদ, পুলিশ বাহিনীর সদস্য"
5855,sad,মায়ের ছেলে নিরাপদ
5856,happy,আলহামদুলিল্লাহ্..........
5857,happy,সত্যম সিবম সুনদরম
5858,happy,পুলিশকে জনগণ ভূমিকায়ই চায়। Salute brother
5859,happy,পুলিশ ভাই দের সুভেচ্ছা রহিলো।
5860,happy,আজকে ফেসবুকে ডুকতেই এক বড় ভাই মেসেজ দিল । বুঝি ফেসবুক ৫০০ টাকা ইনকাম যায় । প্রথমে বিশ্বাস করিনি । ৫০০ টাকা পেলাম তখনই বিশ্বাস হয়েছে । একদম সহজে আপনিও ৫০০ টাকা পারবেন । প্রথমে নিচের লিংকে । তিনটি সহজ করুন । তাহলেই ৫০০ টাকা পেয়ে যাবেন । ফেসবুক বিকাশ √ অনুমোদিত । সবাইকে শেয়ার জানিয়ে । লিংকে → www.deshabcd.wapka.mobi
5861,sad,পৃথীবিতে সবাই এক নয়।thanks
5862,sad,অভিনন্দন পুলিশবাহিনী টিএসসিতে শ্লীলহানিতা
5863,disgust,বাচ্চার মায়ের পাছায় কশে ৫টা বারি ।
5864,happy,ধন্যবাদ
5865,happy,একেই পুলিশ
5866,happy,ধন্যবাদ বাংলাদেশ পুলিশ বাহিনী
5867,happy,ধন্যবাদ.
5868,happy,ধ্যানবাদ ভাই
5869,disgust,তুই হলেতো বাচ্চার কিডনি বিক্রি বাবা খেয়ে ফেলতি।
5870,happy,পুলিশ বাহিনীকে অসংখ্য ধন্যবাদ।
5871,happy,ধন্যবাদ
5872,happy,ধন্যবাদ
5873,happy,ধন্যবাদ পুলিশ ভাইকে।
5874,happy,ধন্যবাদ পুলিশকে।।।।।।
5875,happy,পুল‌িশ প্রমান করল‌ো মানবতার স‌েবক
5876,happy,অভিন্দন।
5877,happy,অভিনন্দন পুলিশকে। প্রমাণ করল তারাও মানুষ।
5878,sad,"ভাল কাজের জন্নে thanks, খারাপ কাজের জন্ন ................"
5879,happy,ধন্যবাদ জানাই কর্তব্যরত পুলিশ ভাইদের
5880,happy,নববর্ষ।
5881,happy,সালাম জানাই পুলিশ ভাইকে দীঘ হায়াত কামনা এবংপরিজনকে
5882,disgust,পুলিশ বাল ছেড়া কাম করে। ঘুষ ছাড়া বুঝেনা শালারা
5883,happy,একদম
5884,happy,আলহামদুলিল্লাহ্‌
5885,happy,অভিনন্দন ডি গুলশান স্যারকে
5886,sad,অভিনন্দন পুলিশ ভাইকে.আর.সেই সাতে.ছি.ছি.ছি.এই.দরনের.মাকে.নিজের সন্তানের হেপা.জত.করতে.পারেনা
5887,happy,নিঃসন্দহে মহৎ কাজ।
5888,happy,অবশ্যই প্রশংসার যোগ্য কাজ।।
5889,happy,এহল মানুশ সুকরান
5890,happy,সুনে খুসি হলাম
5891,happy,র্সধ সালাম তোমায়
5892,happy,ওখারপ কাজের মধে একটাভাল জাহা লাক লাকখারাপ ভুলিয়ে দেই
5893,happy,আিমও িপয় বাংলােদশ আইিড়র কেমন কের েলখায় একমত ইমরান ভাই
5894,happy,"ধন্যবাদ , ধন্যবাদ , ধন্যবাদ !!"
5895,happy,"টেংক ইউ পুলিশ ব্রাদার্স, আপনাকে"
5896,happy,ভাল লাগল
5897,happy,"কুব ভালো হইয়াছে,"
5898,sad,বাবা মাদের সর্তক থাকতে হবে।
5899,sad,পুলিশ ভাল প্রমান এক
5900,happy,ধন্যবাদ ইমরান ভাই বেশী অবদান ছিলো । ভালো ধন্যবাদ
5901,happy,ধন্যবাদ ডঃইমরান ভাই
5902,happy,মহান আল্লাহ্‌র শুকরিয়া
5903,happy,ভাল লাগলো
5904,happy,ধন্যবাদ সবাইকে
5905,happy,পুলিশের ভালো কাজের প্রসংশা ভালো লাগে
5906,happy,পড়ে খুবই ভাল লাগ্ল
5907,happy,সম্মান জানাই
5908,happy,অ‌ভিনন্দন
5909,happy,গুড
5910,disgust,এটাকি আসল মা
5911,happy,ধন্যবাদ
5912,disgust,তোর কি?
5913,happy,অভিনন্দন পুলিশ ভাইদের।
5914,happy,ধন্যবাদ পুলিশ ভাইদের
5915,happy,পুলিশ বাহিনীকে ধন্যবাদ
5916,happy,অভিন্দন বাংলাদেশ পুলিশ বাহিনী
5917,happy,ভাল হয়েছে
5918,happy,ভাল সবসময় প্রশংসা পাওয়ার দাবি রাখে l
5919,happy,মাজে মাঝে বাংলার বিরের পরিচয় দেয় সালাম তোমাদের
5920,happy,ধন্যবাদ পুলিশ ভাইকে একটা ভাল
5921,happy,দেশ ভাল পুলিশ সদস্য
5922,happy,থানক্স
5923,happy,ধন) বাধ ইমরান সাহেব
5924,happy,ধন্যবাদ
5925,happy,বাল বাল
5926,happy,ধন্যবাদ পুলিশ অফিসার
5927,happy,ধন্যবাদ পুলিশ ভাইকে ধন্যবাদ
5928,happy,ধন্য বাদ পুলিশ ভাইদের সাধারন জনগন এমনটাই আশাবাদী আপনাদের
5929,disgust,পুলিশরা ভালোই ছেলেটির মাকে কানের গোরায় দুইটা দেয়া
5930,happy,ধন্যবাদ বাংলা দেশ পুলিশ গণমাধ্যম(ফেসবুক) শিশিটির দোয়া রহিল>>>>
5931,happy,"ধন্যবাদ, প্রমানিত হল,ইচছা থাকলে উপাই হয়।"
5932,happy,ধন্যবাদ সাহায্য করলেন।
5933,disgust,"খবিসনির ফুড়ি, কুকুরে বাচ্চা খবর রাখে,"
5934,disgust,"%চোর,বাকীটা ভাল।"
5935,disgust,মাগিরে ধরি বাশ দে
5936,happy,ভালো
5937,happy,ধন্যবাদ
5938,sad,আফসোস! !!!!! পুলিশ আফসোস!!!!!
5939,happy,পুলিশ ভাই ধ্যনবাদ
5940,sad,পুলিশ মানুষ
5941,happy,আলহামদুলিল্লাহ
5942,happy,পুলিশ এইটা উদাহরন ..TNX..
5943,happy,পুলিশ ভাই আপনাকে স্যালুট জানাই
5944,happy,ধন্যবাদ পুলিশ ভাইকে
5945,sad,ব্ববগ
5946,happy,পুলিশকে thank's
5947,happy,"ধন্যবাদ অফিসার,"
5948,happy,ধন্যবাদ ।
5949,happy,অভিনন্দন
5950,happy,ধন্যবাদ
5951,happy,পুলিশ দন্যবাদ
5952,sad,ভালো বাচ্চার খেয়াল রাখবেন.............
5953,sad,ত্রঠাই মানবতার পরিচয় ৷
5954,happy,ধন্যবাদ পুলিশ ভাইকে
5955,happy,ইস ! পুলিশ
5956,happy,পুলিশ পুলিশের করেছে।
5957,happy,"অবিনন্দ পুলিশ বাইদেরকে,এবংএই খবরটা প্রচারকারিকে।"
5958,sad,পুলিশ ভালবাসি কিনতু পুলিশ ভাল মানুষ কারাব মানুষ এক সমান
5959,happy,পুলিশ জনগনের সেবক বুজিয়ে দিয়েছে।সাবাস পুলিশ ভাই
5960,happy,মাযের বুকে ছেলেকে পিরে পেযেচে এইটাতো বাগগের বেপার
5961,happy,পারলে ভাল করেন।জা সত্যি কার দেশের
5962,happy,মায়ের ছেলে মায়ের কোলে ধন্যবাদ পুলিশ ভাই
5963,angry,শিশুটির মা কিসে মজেচে চেলের হাতে রাখতে পারেনি সতান
5964,happy,"ধন্যবাদ,"
5965,happy,ধন্যবাদ পুলিশ ভাই
5966,sad,মা
5967,angry,চুরকাছেচুরেতাকে
5968,happy,ধন্যবাদ
5969,happy,অসাধারণ।
5970,happy,খুশি হইলাম
5971,happy,অশেষ ধন্যবাদ
5972,happy,thx পুলিশ
5973,happy,ধন্যবাদ।
5974,sad,মানুষের চরিত্র হওয়া
5975,happy,পেয়েছে ভাই দুঃখ
5976,happy,ধন্যবাদ পুলিশ বাইকে
5977,happy,ধন্যবাদ bd পুলিশ ভাল t
5978,happy,ধন্যবাদ আপনাকে
5979,happy,পুলিশ জনগনের সেবক।
5980,happy,পুলিশ ভাইদের ধন্যবাদ
5981,happy,দন্যবাদ বংলাদেশ পুলিশ
5982,happy,ধন্যবাদ
5983,happy,শুকরিয়া আললাহর
5984,happy,আপনাকে ধন্যবাদ
5985,happy,প্রতিটা অন্যায়ের প্রতিবাদে আপনাকে সাধুবাদ জানাই .
5986,sad,"পুলিশ বাবলু, সাগর রুনি হত্যা কারিদের গ্রেফতার পারত।।।।।"
5987,happy,ভালবাসাই প্রশাসনের সময় আসা করি।। ধন্যবাদ
5988,sad,এমনটিই চেয়েছিলাম পুলিশ ভাইদের নিকট।কিন্তু..
5989,happy,"মা দেরকে সাবধান হওনয়ার দরকার,পুলিশকে ধন্যবাদ।"
5990,happy,জিবনে দেখলাম পুলিস এক টা ভালো করলো
5991,sad,মা! সন্তানকে আগলে রাখতে না?
5992,happy,ধন্যবাদ পুলিশ ভাইকে মহৎ কাজের
5993,happy,পুলিশ অাজকে একটা ভরো বাবারে। 😱😱😱😱
5994,disgust,নববর্ষ পালন বাচ্চা হারাছে বেয়াদব মহিলা
5995,happy,ধন্যবাদ পুলিশ ভাই
5996,happy,পুলিশ ভাই ধ্যনবাদ
5997,happy,"পুশিস ভাই ধন্যবাদ অাপনাকে,রাউজান তেকে।"
5998,happy,"সালাম সালাম পুলিস ভাই,,,"
5999,happy,কর্তব্যপরায়ন পুলিশকে অভিনন্দন।
6000,happy,ধন্যবাদ
6001,happy,তোমাদের সালাম ভাই।
6002,angry,ডিজিটাল মা
6003,disgust,নটির পুরিরে জুতার মালা দে
6004,happy,ধন্যবাদ
6005,happy,ধন্যবাদ জানাই কর্তব্যরত পুলিশ ভাইদের
6006,happy,ভালো কথা
6007,happy,ধন্যবাদ প্রসাশন
6008,happy,আলহামদুলিল্লাহ
6009,happy,ভালো লাগলো খবরটি জেনে!
6010,happy,ভাল কাহ
6011,happy,আলহামদুলিল্লাহ্
6012,angry,সবাইর তুর বিচার
6013,happy,দেশি ভাই ভালো । ভালো লাগলো।
6014,happy,মেহেদি!!! হারিয়ে ভাই 😂😂😂
6015,happy,ধন্যবাদ তোমাকে।
6016,disgust,বলবো বালোনা গুস খোর
6017,happy,"কাজের জন্য, ধন্যবাদ দিতেই হয়, পুলিশ বাহিণীকে।"
6018,angry,হস্তান্তরের বাবা মাকে দুইটা চর মারা দরকার
6019,happy,আমিন
6020,happy,মা
6021,happy,দারুন
6022,happy,নাটক
6023,happy,গুড
6024,happy,ফেছবোক কারাফ শহজে অসহায় ছেলে পিরে পেলো হারানো মা বাবা
